file_name,hash_x,hash_y
010_23_jc_mmn36_wk.cnt,8660ec5ec95ab134407543d7db6da6221fa689cba26d223fa92cef0727c644ae,8660ec5ec95ab134407543d7db6da6221fa689cba26d223fa92cef0727c644ae
010_23_jc_mmn47_wk.cnt,2e4db6a90ef55a137c4e37d5ecf6ba4350393e8408782c5d877df126bc498243,2e4db6a90ef55a137c4e37d5ecf6ba4350393e8408782c5d877df126bc498243
017_23_jc_mmn36_mixed.cnt,56a3c2aaff45b6442f4441109921ec706224cb47c1959d8cdefab8909d2565a9,56a3c2aaff45b6442f4441109921ec706224cb47c1959d8cdefab8909d2565a9
018_23_mc_mmn36_wk.cnt,e60bf12a31563b1adc08cca941c610993ed6c9117761fe5ac3b9d3b3aa925e39,e60bf12a31563b1adc08cca941c610993ed6c9117761fe5ac3b9d3b3aa925e39
011_23_jc_mmn25_2.cnt,a365befdd09a0b7a3bb7725fbc981d5739272396a1bfaf9a6247e6a60cf47466,a365befdd09a0b7a3bb7725fbc981d5739272396a1bfaf9a6247e6a60cf47466
011_23_jc_mmn25.cnt,37d2eb2b8a3d7f56d6f0ca98f7ba458027666e821c982d97cb06c3b020492b9e,37d2eb2b8a3d7f56d6f0ca98f7ba458027666e821c982d97cb06c3b020492b9e
021_23_jc_mmn36_slp.cnt,6704c7355da5cd1dc40b3514a1ebb0e72ade3c2934a02bb125dfc00d12be381e,6704c7355da5cd1dc40b3514a1ebb0e72ade3c2934a02bb125dfc00d12be381e
024_23_jc_mmn36_wk.cnt,72aa3517b5b6a53d17e7ccfb9176437b3fc912a3d7a4ce10ed3b33b5c1dffd74,72aa3517b5b6a53d17e7ccfb9176437b3fc912a3d7a4ce10ed3b33b5c1dffd74
015_23_jc_mmn36_wk.cnt,01719589c14ab9a1296a63cc9f424439c51d4aaa400623721f254c5de1c59b45,01719589c14ab9a1296a63cc9f424439c51d4aaa400623721f254c5de1c59b45
027_23_jc_mmn36_wk.cnt,02f360d9212be1af12cff64cf0d4a6a03e62900afa0519720c34b548ca941aa4,02f360d9212be1af12cff64cf0d4a6a03e62900afa0519720c34b548ca941aa4
019_23_mc_mmn36_wk.cnt,92eacad09c8129666e06d54dd1bb757f730a21985c4a33e7cf1b64b3569fc09b,92eacad09c8129666e06d54dd1bb757f730a21985c4a33e7cf1b64b3569fc09b
025_23_mc_mmn36_wk.cnt,d55d447414d58fd5f0f45da72f64a281e4da60989b32b4ab8403aafab88b7435,d55d447414d58fd5f0f45da72f64a281e4da60989b32b4ab8403aafab88b7435
015_23_jc_mmn25_wk.cnt,d57369da2b5f4d0febf8332b535a2fd54bc8ed245aa7832dc756d1adbd70f7dd,d57369da2b5f4d0febf8332b535a2fd54bc8ed245aa7832dc756d1adbd70f7dd
024_23_jc_mmn36_2_wk.cnt,00d1ac1fa4528227a5f6c63d60a58a695a3953dc386cf58a2fe61ffb6c5b0ff0,00d1ac1fa4528227a5f6c63d60a58a695a3953dc386cf58a2fe61ffb6c5b0ff0
029_23_mc_mmn25_slp.cnt,eed4fa0cb08ddd91f67b87df4d6a48b997ff750a7bf5e1bc6d4566fdc6d25d1c,eed4fa0cb08ddd91f67b87df4d6a48b997ff750a7bf5e1bc6d4566fdc6d25d1c
029_23_mc_mmn36_slp.cnt,ca98eb704253b38170285483c777fef1f3de70175a8a54468f60c0917d0dc300,ca98eb704253b38170285483c777fef1f3de70175a8a54468f60c0917d0dc300
028_23_mc_mmn36_2_wk.cnt,999e01272a8f62fd55d16ffdf22aeb2f4fdeed109b8c873851064ec8146acf6c,999e01272a8f62fd55d16ffdf22aeb2f4fdeed109b8c873851064ec8146acf6c
028_23_mc_mmn36_wk.cnt,d048d05eb165581adf3fcf404a20b91b3a8e759d14594e761d8a4ce5a71df25c,d048d05eb165581adf3fcf404a20b91b3a8e759d14594e761d8a4ce5a71df25c
023_23_mc_mmn36.cnt,02e7a9a4f1cc86a2d67f4eb5297ddca84a86b9835c6954f434fc30d13ea2023e,02e7a9a4f1cc86a2d67f4eb5297ddca84a86b9835c6954f434fc30d13ea2023e
027_23_jc_mmn25_wk.cnt,e279bdf41adfd1dc0c05fd00d4079a54a259aa677bb973327769d29c4134e709,e279bdf41adfd1dc0c05fd00d4079a54a259aa677bb973327769d29c4134e709
030_23_jc_mmn36_2_wk.cnt,41c14f7e2e08ef64a09f0c9423aacf12d311ea22e017a41f315d249ac1bc0d62,41c14f7e2e08ef64a09f0c9423aacf12d311ea22e017a41f315d249ac1bc0d62
137_23_mr_mmn25_wk.cnt,c7ae9373b5ac7d496adb116af525739552e8c336cc50ce038db126893ea63839,c7ae9373b5ac7d496adb116af525739552e8c336cc50ce038db126893ea63839
149_23_mr_mmn25.cnt,e322badbcf13fde1dd13b612b9bce9b3c16adb866bf1bf921f8cd694e223aba3,e322badbcf13fde1dd13b612b9bce9b3c16adb866bf1bf921f8cd694e223aba3
031_23_mc_mmn36_2_wk.cnt,f10b05971ceca2630f7c69535a80fa2f9dea5b3c6dd60a067bbc993aeb9e095a,f10b05971ceca2630f7c69535a80fa2f9dea5b3c6dd60a067bbc993aeb9e095a
162_23_mr_mmn36_wk.cnt,e02cddc0a475a57553b5ca2ea6fb4bb876ced852db15a0202de3a91f44722419,e02cddc0a475a57553b5ca2ea6fb4bb876ced852db15a0202de3a91f44722419
123_23_jr_mmn25_wk.cnt,b23fb9707f21e1d58c408dcd63c953ad24f1c227dbe07b7679c004514225dd3e,b23fb9707f21e1d58c408dcd63c953ad24f1c227dbe07b7679c004514225dd3e
135_23_mr_mmn36_2.cnt,b2a6177c66dee8fed3a7667f68fce13c36a5661c7edd5aee039e077a4a20e42e,b2a6177c66dee8fed3a7667f68fce13c36a5661c7edd5aee039e077a4a20e42e
103_23_mr_mmn36_wk_mmn25_wk_mmn47_wk_mmn58_wk.cnt,f85383a340dd7dbbdc586c3ee3f3d39f03130a953c3e8f0d488cc44fa4caa54d,f85383a340dd7dbbdc586c3ee3f3d39f03130a953c3e8f0d488cc44fa4caa54d
164_23_jr_mmn36_slp.cnt,9d369f5cf35ad3284d6c600793895507d72e841a74faf925ff7a8f263ef3cb86,9d369f5cf35ad3284d6c600793895507d72e841a74faf925ff7a8f263ef3cb86
137_23_mr_mmn36_wk.cnt,3bf83ccb3078367a1fcfda599e9c144f6995523bf56ba17023151d2be3ab41bb,3bf83ccb3078367a1fcfda599e9c144f6995523bf56ba17023151d2be3ab41bb
139_23_mr_mmn25_1_slp.cnt,2a2600566c3333adf1f4ba86ce062d63dfda636b2e45062ecf231e4f8901665f,2a2600566c3333adf1f4ba86ce062d63dfda636b2e45062ecf231e4f8901665f
139_23_mr_mmn36_1_wk.cnt,f1996c0d529a2c25968f921550ab7e1f080670283f5e0014f25c8e60458709f1,f1996c0d529a2c25968f921550ab7e1f080670283f5e0014f25c8e60458709f1
038_23_jc_mmn36_wk.cnt,163d49a403634d053ab17a89a6d8e7256cbec7ffd6a2d802f934151360eb00a1,163d49a403634d053ab17a89a6d8e7256cbec7ffd6a2d802f934151360eb00a1
121_23_jr_mmn58.cnt,0f357f9718cc1ede789a9f845948911ca3067d6212bf1d91e429fe4907922d27,0f357f9718cc1ede789a9f845948911ca3067d6212bf1d91e429fe4907922d27
142_23_jr_mmn36_wk.cnt,d03aad876fcf1cbe8c148999d2199a583fcda66093c19a28708b9cd349b114cb,d03aad876fcf1cbe8c148999d2199a583fcda66093c19a28708b9cd349b114cb
033_23_mc_mmn25_slp.cnt,a3e65a62332a7d2d93045503b2894ea60035baed4a002b803b0c93adb84091be,a3e65a62332a7d2d93045503b2894ea60035baed4a002b803b0c93adb84091be
147_23_jr_mmn36_wk.cnt,fb0856b68e637a12bc2191385d0d60c4c1938d116e594cf5e850e0a05f17e66b,fb0856b68e637a12bc2191385d0d60c4c1938d116e594cf5e850e0a05f17e66b
142_23_jr_mmn25_wk.cnt,04a42ae85a01094aae3ed2d10d19d0dfc99bb0c301febea628892409d043ec0a,04a42ae85a01094aae3ed2d10d19d0dfc99bb0c301febea628892409d043ec0a
140_23_mr_mmn36_3_wk.cnt,992041e9e80b6addb2b1ef58f95341b353bd927da1f1de10319494ff276ba5b0,992041e9e80b6addb2b1ef58f95341b353bd927da1f1de10319494ff276ba5b0
124_23_jr_mmn36_wk.cnt,624000b9de2d16c278432641a100ffbe0d0d47258124fc23a55a5a5e70de7e86,624000b9de2d16c278432641a100ffbe0d0d47258124fc23a55a5a5e70de7e86
114_23_jr_mmn36_wk_mmn25_wk.cnt,5d8231fb178ee618161e860fb6aced1327ca0d66278eb3a6eee930063495b474,5d8231fb178ee618161e860fb6aced1327ca0d66278eb3a6eee930063495b474
137_23_mr_mmn36_2_wk.cnt,6ef1050fb0960dcc9645ef688c21e5dacb67be47f8fb288b28345b90da3d0659,6ef1050fb0960dcc9645ef688c21e5dacb67be47f8fb288b28345b90da3d0659
039_23_jc_mmn36_wk.cnt,059e020dff51fe303850d87c02802a5e5d08efd738e21b5b07f3fefce34142e6,059e020dff51fe303850d87c02802a5e5d08efd738e21b5b07f3fefce34142e6
157_23_mr_mmn36_2_wk.cnt,7eb0bd1077643e7d89aa9f453a01dd48a79f224c6e2ae6706a73eaddf47a2402,7eb0bd1077643e7d89aa9f453a01dd48a79f224c6e2ae6706a73eaddf47a2402
133_23_jr_mmn36_wk.cnt,4e9d6e4e468189bca7a82bf71874bbfbb399e79ff307a4d49469014c9afdb4da,4e9d6e4e468189bca7a82bf71874bbfbb399e79ff307a4d49469014c9afdb4da
031_23_mc_mmn36_3_wk.cnt,191d79e669d0b6fe08ad70738332e0c1bb89c52ea80bcef7f551d259fff21c81,191d79e669d0b6fe08ad70738332e0c1bb89c52ea80bcef7f551d259fff21c81
139_23_mr_mmn25_2_slp.cnt,1017b7e5a787aaadda293695b9f5d444ec7f80c8fcf9739754e2ff1b35e6d92c,1017b7e5a787aaadda293695b9f5d444ec7f80c8fcf9739754e2ff1b35e6d92c
135_23_mr_mmn36.cnt,e0d28f3782174ab11d84fe568f2f1974688c498159547cd4f66c24cdddac58d7,e0d28f3782174ab11d84fe568f2f1974688c498159547cd4f66c24cdddac58d7
153_23_mr_mmn36_wk.cnt,131ef1321cc0a18b1bb5b2bd5a0e7d0703ab7ceb53949223cad52db359167ced,131ef1321cc0a18b1bb5b2bd5a0e7d0703ab7ceb53949223cad52db359167ced
145_23_mr_mmn47_wk.cnt,1c8f862cad04275777a07387260e1f6b5489ab4ad7bb9cf484b81576c5c50dfb,1c8f862cad04275777a07387260e1f6b5489ab4ad7bb9cf484b81576c5c50dfb
165_23_jr_mmn36_wk.cnt,3b1f779bbc7e1d6f4b2289a671c158fa86f371aa153c39ab7dcedef6e94d29a8,3b1f779bbc7e1d6f4b2289a671c158fa86f371aa153c39ab7dcedef6e94d29a8
158_23_mr_mmn36_wk.cnt,c5e0b73e9f3716c09de5e5c2c7f2888f3ebe15a84a4c05625777c043763786bb,c5e0b73e9f3716c09de5e5c2c7f2888f3ebe15a84a4c05625777c043763786bb
156_23_jr_mmn36_slp.cnt,900d26d1530e88d373592859abb26ca86cd9df5f20b642d60200ab0bbfbe4316,900d26d1530e88d373592859abb26ca86cd9df5f20b642d60200ab0bbfbe4316
036_23_mc_mmn36_wk.cnt,9d0fcb238ee371e6ba6f02ca685c0dddedeb30ac61eed4e30af4eb8b84237538,9d0fcb238ee371e6ba6f02ca685c0dddedeb30ac61eed4e30af4eb8b84237538
150_23_jr_mmn36_wk.cnt,c3c4b23b954f13270134fc34775031cab3ef33054c6acb3796f72526f9656e1c,c3c4b23b954f13270134fc34775031cab3ef33054c6acb3796f72526f9656e1c
107_23_mr_mmn36_wk_mmn25_wk.cnt,f623d8c42e2d119713f6def9ceafad8199ce639e17fcef94c6af0be720f51437,f623d8c42e2d119713f6def9ceafad8199ce639e17fcef94c6af0be720f51437
136_23_mr_mmn2-2-5.cnt,6d4bbf71ddb94260582216c678df600a0b1dd2091e8829b1c31a40bda0a6d3f2,6d4bbf71ddb94260582216c678df600a0b1dd2091e8829b1c31a40bda0a6d3f2
102_23_jr_mmn36_wk_mmn25_wk.cnt,11a999f2ef33e59f79f19516e9579a407683a914a1fdc88a1b6f3f32655edd2b,11a999f2ef33e59f79f19516e9579a407683a914a1fdc88a1b6f3f32655edd2b
115_23_mr_mmn36_wk_mmn25_wk.cnt,52536e56f9cfd660632e8acd650983ccc94959424aaa557ae1689748545474fc,52536e56f9cfd660632e8acd650983ccc94959424aaa557ae1689748545474fc
033_23_mc_mmn36_slp.cnt,a92fde5f943f1da906844278d2c6112ec8334340da81f562905a5df688d4720b,a92fde5f943f1da906844278d2c6112ec8334340da81f562905a5df688d4720b
167_23_mr_mmn36_wk.cnt,575435eb7f124467caaff02b1cc741b171536aa442ee081bdc33ee2d09ec7cb4,575435eb7f124467caaff02b1cc741b171536aa442ee081bdc33ee2d09ec7cb4
141_23_jr_mmn36_slp_3.cnt,8f938981ae4b44c64174b4b70055d5f9553cb526e88a1f6ae357a0901e6816da,8f938981ae4b44c64174b4b70055d5f9553cb526e88a1f6ae357a0901e6816da
130_23_jr_mmn36_wk.cnt,385dc06bc19efaff3aa5ca9448ca34108f4580a156623cada6c64d8601d06cbb,385dc06bc19efaff3aa5ca9448ca34108f4580a156623cada6c64d8601d06cbb
121_23_jr_mmn25.cnt,3a5b15365221433d0ada6a42a4d8eb674af73f1f47bf2c9a65f3fecaa4324c00,3a5b15365221433d0ada6a42a4d8eb674af73f1f47bf2c9a65f3fecaa4324c00
040_23_jc_mmn36_wk.cnt,8265a019e790fda98290ab044e62e1663de83a81b863c33cd4e7d48190e4750d,8265a019e790fda98290ab044e62e1663de83a81b863c33cd4e7d48190e4750d
139_23_mr_mmn36_2_slp.cnt,f0aa3ea1c888d0cb46cc562b1436c1b5fc17392ca371a244ed29b780d6a75b79,f0aa3ea1c888d0cb46cc562b1436c1b5fc17392ca371a244ed29b780d6a75b79
140_23_mr_mmn36_1_wk.cnt,827da7a6f1df89184a5fd687fb171900c4b1524b4d6a5f97ea012101f6601876,827da7a6f1df89184a5fd687fb171900c4b1524b4d6a5f97ea012101f6601876
136_23_mr_mmn36_wk.cnt,046db4d73eccfc446ddfa65d8eab24825f5ee58eaaf19e133e825e1ab8aa8de5,046db4d73eccfc446ddfa65d8eab24825f5ee58eaaf19e133e825e1ab8aa8de5
133_23_jr_mmn25_wk.cnt,d830265dc1f62640bba22f52c828d47eca3bb680d088c9c2e726c33882cbf46e,d830265dc1f62640bba22f52c828d47eca3bb680d088c9c2e726c33882cbf46e
121_23_jr_mmn36.cnt,2dd96cc1a380e60a308f251e2566c10d067e20537be0da8f3caa42d16334ec8c,2dd96cc1a380e60a308f251e2566c10d067e20537be0da8f3caa42d16334ec8c
034_23_mc_mmn36_1.cnt,542bc5c9a7d03cf6b4415670a7acef0ca7fb19e39b992752b0c1ecf23e278fe0,542bc5c9a7d03cf6b4415670a7acef0ca7fb19e39b992752b0c1ecf23e278fe0
124_23_jr_mmn25_wk.cnt,dbf2dbb6a4ac4315c831a3d19894f978a58dabe8256541e1757417e027e51272,dbf2dbb6a4ac4315c831a3d19894f978a58dabe8256541e1757417e027e51272
104_23_jr_mmn36_slp_mmn25_slp_mmn47_slp.cnt,4ef8d588917a6c9468bb0d4440ae6622b0b6a3123a351ebd5ffaca309b681637,4ef8d588917a6c9468bb0d4440ae6622b0b6a3123a351ebd5ffaca309b681637
145_23_mr_mmn25_wk.cnt,2aae3c7e94aea98da2b96bdd94603fb2306165d864d06ba6231b68abaa0d4dc4,2aae3c7e94aea98da2b96bdd94603fb2306165d864d06ba6231b68abaa0d4dc4
147_23_jr_mmn36_3_wk.cnt,4ddd3e78d31d9dbc2bcf3b218ee0d08191f8efe962101fef183f46004d4bce4d,4ddd3e78d31d9dbc2bcf3b218ee0d08191f8efe962101fef183f46004d4bce4d
121_23_jr_mmn47.cnt,bba10c22c7436113f07604ddc3454c78f7322f7531b5e25f84c6513e77e7e342,bba10c22c7436113f07604ddc3454c78f7322f7531b5e25f84c6513e77e7e342
145_23_mr_mmn36_wk.cnt,2591f0deac600ad3901e04255cdb9734532d276c844ed04087250b44e108d733,2591f0deac600ad3901e04255cdb9734532d276c844ed04087250b44e108d733
168_23_jr_mmn36_slp.cnt,0d9a1187019ef17bd003b3c8132d11f3eb4d0deeae4d2bec4ac9a73f9a46a22f,0d9a1187019ef17bd003b3c8132d11f3eb4d0deeae4d2bec4ac9a73f9a46a22f
108_23_jr_mmn36_wk_mmn25_wk.cnt,9d2748a8cc95b9a3f5b454c997eb7c1cf33e737e2fc5d67e436416a8fe75d781,9d2748a8cc95b9a3f5b454c997eb7c1cf33e737e2fc5d67e436416a8fe75d781
149_23_mr_mmn36w.cnt,13b713950bf660b833ccfce1723e05587aa75114dbe2a01d8b438375814aa46d,13b713950bf660b833ccfce1723e05587aa75114dbe2a01d8b438375814aa46d
031_23_mc_mmn36_wk.cnt,21c50b70272791e51b31036a0e697701b445567ed07ca62eca101a87fa5e90bf,21c50b70272791e51b31036a0e697701b445567ed07ca62eca101a87fa5e90bf
154_23_jr_mmn36_wk.cnt,04dd853db2c88bfd6330f429cab95a8873cba7ab8fce85983ddccb6656c2e05a,04dd853db2c88bfd6330f429cab95a8873cba7ab8fce85983ddccb6656c2e05a
126_23_mr_mmn36_slp_mmn25_slp_mmn47_slp_mmn58_slp.cnt,d04575dd5a6ceacf57a4138dd788254c1a64aa24baf0b052ad3b82366a5e46a4,d04575dd5a6ceacf57a4138dd788254c1a64aa24baf0b052ad3b82366a5e46a4
133_23_jr_mmn47_wk.cnt,9f4cc2b4aa185bf63d55f9a4dd147b9d0dcc9c1e0ed113c46f4b6fdaff86aa93,9f4cc2b4aa185bf63d55f9a4dd147b9d0dcc9c1e0ed113c46f4b6fdaff86aa93
141_23_jr_mmn36_wk_2.cnt,d046fcc0fb9a9b914c2789aaca6a27b10d01dd56a35905664eadf3fb018b6efa,d046fcc0fb9a9b914c2789aaca6a27b10d01dd56a35905664eadf3fb018b6efa
164_23_jr_mmn25_slp.cnt,b1a72c0874450b3ca288866e7b2b4868ca659e3533665f3ad78e683f2b665bd5,b1a72c0874450b3ca288866e7b2b4868ca659e3533665f3ad78e683f2b665bd5
105_23_mr_mmn36_wk_mmn25_wk.cnt,95b20477493f8da3346aab6fb65af7f5fac3eb156c870350f6045b71d8c89c03,95b20477493f8da3346aab6fb65af7f5fac3eb156c870350f6045b71d8c89c03
128_23_jr_mmn36_wk.cnt,aba97c0a22d8acd6d25c07308fcadfe53f53ad010662a0ac8f76481e8652a15a,aba97c0a22d8acd6d25c07308fcadfe53f53ad010662a0ac8f76481e8652a15a
159_23_jr_mmn36_2.cnt,27b2ab73aab6565616c851fd9308b0cbf2087cc4ad94685f4f7c6b2580c0141d,27b2ab73aab6565616c851fd9308b0cbf2087cc4ad94685f4f7c6b2580c0141d
159_23_jr_mmn36_3.cnt,87c9a6c2d075aca1da096702a7c581688784fff3ddd2cc4f45e010f2b7f74f59,87c9a6c2d075aca1da096702a7c581688784fff3ddd2cc4f45e010f2b7f74f59
142_23_jr_mmn36_wk2.cnt,c3e5e776c8e59a9ba069b6172474e392c75839b3aad20060350cbfb84878af31,c3e5e776c8e59a9ba069b6172474e392c75839b3aad20060350cbfb84878af31
166-488-23m-jr-mmn36.cnt,4c33e424dae3ee8441adfaff778301ba30e0bdf88a1756279d1d8301973d7f77,4c33e424dae3ee8441adfaff778301ba30e0bdf88a1756279d1d8301973d7f77
040_23_jc_mmn25_wk.cnt,1e1f89056cd7154cb1544a6a520dc684a643fd8d4557d0787a065a58b74413f9,1e1f89056cd7154cb1544a6a520dc684a643fd8d4557d0787a065a58b74413f9
157_23_mr_mmn36_wk.cnt,63fceff79ba699e48cd0af6372fb77483ccd60b4dd604347d300bb2f60b2f048,63fceff79ba699e48cd0af6372fb77483ccd60b4dd604347d300bb2f60b2f048
140_23_mr_mmn36_2_wk.cnt,9b10f877361baa2b24f32823d8b0e4435a3beba653fb2a41b66816540aa7614d,9b10f877361baa2b24f32823d8b0e4435a3beba653fb2a41b66816540aa7614d
141_23_jr_mmn36_wk_1.cnt,a22ef0adf7ef6ef786f92d564f6d22114ac0be78dc546fe3b4ee9f29d7deb234,a22ef0adf7ef6ef786f92d564f6d22114ac0be78dc546fe3b4ee9f29d7deb234
159_23_jr_mmn36.cnt,b7ccfa41f224c51420bfb0a95026e2f7d905e5f9ca878f2379f1306e323700eb,b7ccfa41f224c51420bfb0a95026e2f7d905e5f9ca878f2379f1306e323700eb
130_23_jr_mmn47_wk.cnt,01c883835db40c74c6c0a444b51dc98784a336011b44eb4115d9680d8f0dda04,01c883835db40c74c6c0a444b51dc98784a336011b44eb4115d9680d8f0dda04
144_23_jr_mmn36_slp.cnt,1d42f972fdb65cc054884dbc9dd0e87b7cba3cee6f10279fce8addd21fdf9445,1d42f972fdb65cc054884dbc9dd0e87b7cba3cee6f10279fce8addd21fdf9445
165_23_jr_mmn25_wk.cnt,5794fa33c9c5ca905eb59a7c836ccfde586564071219d040ca7d74eadff48ab5,5794fa33c9c5ca905eb59a7c836ccfde586564071219d040ca7d74eadff48ab5
123_23_jr_mmn36_wk.cnt,c3617922a0d64451e6b4646867d69389f3145cb553bb18bfc571672637cc0c78,c3617922a0d64451e6b4646867d69389f3145cb553bb18bfc571672637cc0c78
035_23_jc_mmn36_slp.cnt,e2a74708ac38d5e004f2cfa81d1149100dfed9c5efa1db5348b74b8549e640b6,e2a74708ac38d5e004f2cfa81d1149100dfed9c5efa1db5348b74b8549e640b6
168_23_jr_mmn36_mixed.cnt,250be514d6a1a5b1d4b9f214711b159cc3459e4e0c30c524ba58b639b7367912,250be514d6a1a5b1d4b9f214711b159cc3459e4e0c30c524ba58b639b7367912
163_23_jr_mmn25_wk.cnt,9ca79c25c2d06fad3010e671ec4df998186aad78501fd258626cb3de211ac73c,9ca79c25c2d06fad3010e671ec4df998186aad78501fd258626cb3de211ac73c
109_23_jr_mmn36_wk.cnt,35a1f9226b5b376556648b7df6f0e0eb5e4e44db4be618fa1eab85a4ef9e930a,35a1f9226b5b376556648b7df6f0e0eb5e4e44db4be618fa1eab85a4ef9e930a
147_23_jr_mmn36_2_wk.cnt,54b31f3f42debccb5054898332b295048919621642c4a5cea4d28e16022d83e4,54b31f3f42debccb5054898332b295048919621642c4a5cea4d28e16022d83e4
040_23_jc_mmn47_wk.cnt,0a6ca098aee93bc88e9f33e3da5879433c6b8e31968ac662f6a485a175db0303,0a6ca098aee93bc88e9f33e3da5879433c6b8e31968ac662f6a485a175db0303
118_23_mr_mmn36_wk_mmn25_wk.cnt,fef282b7c4138259c00a418f995ac0d816a4efde2f4c1e8426c47cce761dac64,fef282b7c4138259c00a418f995ac0d816a4efde2f4c1e8426c47cce761dac64
156_23_jr_mmn36_2.cnt,312cf6077a04eeb02770e3328efa304bbe5f6c1195ecbaaefc3c5b807deae4b2,312cf6077a04eeb02770e3328efa304bbe5f6c1195ecbaaefc3c5b807deae4b2
110_23_jr_mmn36_wk_mmn25_wk.cnt,bfa70bde2eca0c73d978e85983c6717df7ce1b90d1a845768a7a8386dea2ecae,bfa70bde2eca0c73d978e85983c6717df7ce1b90d1a845768a7a8386dea2ecae
148_23_mr_mmn36_wk.cnt,cd07c0d2e40f1713b9e9a621c71ba609ac3971ffad8cc5855af2f3287d1bc8c9,cd07c0d2e40f1713b9e9a621c71ba609ac3971ffad8cc5855af2f3287d1bc8c9
122_23_jr_mmn36_wk_mmn25_wk.cnt,254951afbb071a6dd5e9eb9588aa55e2854bb5ae0145abd368e87fc353fcf77f,254951afbb071a6dd5e9eb9588aa55e2854bb5ae0145abd368e87fc353fcf77f
163_23_jr_mmn36_wk.cnt,4a807986215218c4752833fd720972e8c4006af57f2b0052e1bc6291b549111e,4a807986215218c4752833fd720972e8c4006af57f2b0052e1bc6291b549111e
173_23_jr_mmn36_wk.cnt,c2a80a1dfaa762fbf9fbfbb4b2e0f79e12a0c55de79e0a940b276d7f4246ec63,c2a80a1dfaa762fbf9fbfbb4b2e0f79e12a0c55de79e0a940b276d7f4246ec63
